"Lin_vel_J2_x"
"시간 (sec)","선형 속도5 (mm/sec)"
0,-837.758040957278
0.0416666666666667,-834.570118685368
0.0833333333333333,-825.030613883046
0.125,-809.21212794197
0.166666666666667,-787.235049091613
0.208333333333333,-759.26663617215
0.25,-725.519745693687
0.291666666666667,-686.251211869695
0.333333333333333,-641.759891953564
0.375,-592.384391754449
0.416666666666667,-538.500488642606
0.458333333333333,-480.518271656709
0.5,-418.879020478639
0.541666666666667,-354.051847028659
0.583333333333333,-286.53012524044
0.625,-216.827736187522
0.666666666666667,-145.47515713805
0.708333333333333,-73.0154243024551
0.75,-0.0355547742022788
0.791666666666666,73.0154243024554
0.833333333333333,145.47515713805
0.875,216.827736187524
0.916666666666666,286.530125240443
0.958333333333333,354.051847028663
1,418.879020478644
1.04166666666667,480.518271656715
1.08333333333333,538.500488642613
1.125,592.384391754456
1.16666666666667,641.759891953571
1.20833333333333,686.251211869702
1.25,725.519745693693
1.29166666666667,759.266636172156
1.33333333333333,787.235049091618
1.375,809.212127941975
1.41666666666667,825.03061388305
1.45833333333333,834.57011868537
1.5,837.758040957279
1.54166666666667,834.570118685368
1.58333333333333,825.030613883044
1.625,809.212127941967
1.66666666666667,787.235049091609
1.70833333333333,759.266636172146
1.75,725.519745693685
1.79166666666667,686.251211869695
1.83333333333333,641.759891953566
1.875,592.38439175445
1.91666666666667,538.500488642601
1.95833333333333,480.518271656699
2,418.879020478654
2.04166666666667,354.051847028786
2.08333333333333,286.530125240828
2.125,216.827736188309
2.16666666666667,145.47515713922
2.20833333333333,73.0154243037533
2.25,-0.00541765900929914
2.29166666666667,-73.0154243018644
2.33333333333333,-145.475157137877
2.375,-216.827736187563
2.41666666666667,-286.530125240513
2.45833333333333,-354.051847028683
2.5,-418.879020478611
2.54166666666667,-480.518271656653
2.58333333333333,-538.500488642545
2.625,-592.384391754394
2.66666666666667,-641.75989195352
2.70833333333333,-686.251211869662
2.75,-725.519745693663
2.79166666666667,-759.266636172132
2.83333333333333,-787.235049091601
2.875,-809.212127941962
2.91666666666666,-825.030613883041
2.95833333333333,-834.570118685365
3,-837.758040957277
