"Force_J3_x"
"시간 (sec)","반력9 (newton)"
0,-0.43670576276753
0.0416666666666667,-0.412239068581033
0.0833333333333333,-0.400362765332241
0.125,-0.395872440171813
0.166666666666667,-0.394236091876319
0.208333333333333,-0.391576939765395
0.25,-0.384670706682943
0.291666666666667,-0.370959364159545
0.333333333333333,-0.348578448857157
0.375,-0.316390876391054
0.416666666666667,-0.27401643013238
0.458333333333333,-0.221843099609447
0.5,-0.161004993271257
0.541666666666667,-0.0933127553112479
0.583333333333333,-0.0211272680472343
0.625,0.0528237824017866
0.666666666666667,0.125675140311489
0.708333333333333,0.19467546401836
0.75,0.25732790039694
0.791666666666666,0.312088499498179
0.833333333333333,0.357482099798431
0.875,0.393139168055361
0.916666666666666,0.419236458919493
0.958333333333333,0.436470639213818
1,0.445889103443367
1.04166666666667,0.448709036757779
1.08333333333333,0.446150736712774
1.125,0.439302418785256
1.16666666666667,0.429023945439188
1.20833333333333,0.415888759294162
1.25,0.400158149079128
1.29166666666667,0.381780037664599
1.33333333333333,0.360405223829742
1.375,0.335416666690224
1.41666666666667,0.305971330844062
1.45833333333333,0.271058949239428
1.5,0.229587696780211
1.54166666666667,0.180513131416857
1.58333333333333,0.123033400774603
1.625,0.0568790177820152
1.66666666666667,-0.0172746789492014
1.70833333333333,-0.0972588722600556
1.75,-0.178758593069245
1.79166666666667,-0.254691459313277
1.83333333333333,-0.314946437016804
1.875,-0.347109402525832
1.91666666666667,-0.339139075667005
1.95833333333333,-0.285062786720186
2,-0.19403682376151
2.04166666666667,-0.100749654364497
2.08333333333333,-0.0709856379609344
2.125,-0.192540574446284
2.16666666666667,-0.544406526403845
2.20833333333333,-1.15126368464166
2.25,-1.94962588715452
2.29166666666667,-2.79539967134604
2.33333333333333,-3.51767397090331
2.375,-3.98565107985389
2.41666666666667,-4.14886188159994
2.45833333333333,-4.03433548176718
2.5,-3.71574553765496
2.54166666666667,-3.27880503176294
2.58333333333333,-2.79795818162926
2.625,-2.32683862045416
2.66666666666667,-1.89823211958498
2.70833333333333,-1.52838919283173
2.75,-1.22220243661739
2.79166666666667,-0.977609462477375
2.83333333333333,-0.788773235487667
2.875,-0.648148826679663
2.91666666666666,-0.547717353889842
2.95833333333333,-0.479662895484605
3,-0.436705762767584
