"Force_J4_x"
"시간 (sec)","반력11 (newton)"
0,-0.0414626579387265
0.0416666666666667,-0.195016892055204
0.0833333333333333,-0.350875814687423
0.125,-0.503744583528007
0.166666666666667,-0.64875192175169
0.208333333333333,-0.781502342104062
0.25,-0.898138443499485
0.291666666666667,-0.995416964973423
0.333333333333333,-1.07079744209311
0.375,-1.12253760264009
0.416666666666667,-1.14978490017692
0.458333333333333,-1.15264919937455
0.5,-1.13223853262562
0.541666666666667,-1.09063939567499
0.583333333333333,-1.03082662790959
0.625,-0.956496321029405
0.666666666666667,-0.871827892291395
0.708333333333333,-0.781196152991129
0.75,-0.688952115852135
0.791666666666666,-0.598717823505752
0.833333333333333,-0.514019387465906
0.875,-0.437309139186593
0.916666666666666,-0.370363097737321
0.958333333333333,-0.314259627362198
1,-0.269512029625792
1.04166666666667,-0.236240594240077
1.08333333333333,-0.214355322813712
1.125,-0.203726766285531
1.16666666666667,-0.204331129157557
1.20833333333333,-0.216364116845942
1.25,-0.240324046794514
1.29166666666667,-0.277067732115342
1.33333333333333,-0.327842595664051
1.375,-0.394295725687843
1.41666666666667,-0.478455409142632
1.45833333333333,-0.58267303159667
1.5,-0.709502709328238
1.54166666666667,-0.861482020664967
1.58333333333333,-1.04075942576667
1.625,-1.24849348923922
1.66666666666667,-1.483930516785
1.70833333333333,-1.74306297119964
1.75,-2.01680738584163
1.79166666666667,-2.2887657716621
1.83333333333333,-2.5329224857389
1.875,-2.71215944808318
1.91666666666667,-2.77925410238852
1.95833333333333,-2.68280346202776
2,-2.38049583270556
2.04166666666667,-1.85988011477947
2.08333333333333,-1.16098353475687
2.125,-0.387224419355343
2.16666666666667,0.311969738598872
2.20833333333333,0.791756970478659
2.25,0.974562780450549
2.29166666666667,0.884733493144081
2.33333333333333,0.629730239679871
2.375,0.341813504029765
2.41666666666667,0.121752661802589
2.45833333333333,0.0140290423631753
2.5,0.0140207558267949
2.54166666666667,0.0898175406824617
2.58333333333333,0.202620846638767
2.625,0.319005308835255
2.66666666666667,0.415492958095211
2.70833333333333,0.478448293427812
2.75,0.502018545020499
2.79166666666667,0.485745417233023
2.83333333333333,0.432553607678418
2.875,0.347290530157254
2.91666666666666,0.235759329995273
2.95833333333333,0.10411993758208
3,-0.0414626579386961
