"Force_J3_y"
"시간 (sec)","반력10 (newton)"
0,1.11564469760307
0.0416666666666667,1.24220048192225
0.0833333333333333,1.33333164369325
0.125,1.39337468566779
0.166666666666667,1.42619727553818
0.208333333333333,1.43533609921966
0.25,1.42410549622877
0.291666666666667,1.39567708051017
0.333333333333333,1.35313071299992
0.375,1.29947707553691
0.416666666666667,1.23765233585354
0.458333333333333,1.1704864215089
0.5,1.10064844775228
0.541666666666667,1.03057577094754
0.583333333333333,0.962396457532774
0.625,0.89785774365184
0.666666666666667,0.838274148386864
0.708333333333333,0.784507286754372
0.75,0.737026484293419
0.791666666666666,0.695758573987539
0.833333333333333,0.660595699068954
0.875,0.63108784426241
0.916666666666666,0.606764287606864
0.958333333333333,0.587193435694104
1,0.572063149853324
1.04166666666667,0.561236072782528
1.08333333333333,0.554781948538053
1.125,0.552992982942701
1.16666666666667,0.556390138448511
1.20833333333333,0.565728155487706
1.25,0.582005694242233
1.29166666666667,0.606484962191968
1.33333333333333,0.640722947621141
1.375,0.686613956008276
1.41666666666667,0.746440169863457
1.45833333333333,0.822922603723587
1.5,0.919257757893073
1.54166666666667,1.03911345827231
1.58333333333333,1.18653791582681
1.625,1.3657051782271
1.66666666666667,1.5803738412843
1.70833333333333,1.83287214793033
1.75,2.12234759871601
1.79166666666667,2.44196064239754
1.83333333333333,2.77473360768005
1.875,3.08804145567162
1.91666666666667,3.3275037146752
1.95833333333333,3.41258769540121
2,3.23854454186959
2.04166666666667,2.69133436910987
2.08333333333333,1.6810911176681
2.125,0.191396304698704
2.16666666666667,-1.67450413366031
2.20833333333333,-3.68347278581007
2.25,-5.52373520076684
2.29166666666667,-6.90491734970169
2.33333333333333,-7.65623881226089
2.375,-7.76463645375508
2.41666666666667,-7.344565650968
2.45833333333333,-6.57016140635543
2.5,-5.61280517066104
2.54166666666667,-4.60604368087457
2.58333333333333,-3.63700020125731
2.625,-2.75317775044583
2.66666666666667,-1.97425730767062
2.70833333333333,-1.30301435584193
2.75,-0.733314553389876
2.79166666666667,-0.255195742788934
2.83333333333333,0.142246234752873
2.875,0.469403976876346
2.91666666666666,0.735551016786647
2.95833333333333,0.948693065152727
3,1.11564469760296
