"Force_J4_y"
"시간 (sec)","반력12 (newton)"
0,1.97344497429704
0.0416666666666667,2.13067978491868
0.0833333333333333,2.23032742286148
0.125,2.27785382034251
0.166666666666667,2.27840302043859
0.208333333333333,2.23693692216429
0.25,2.15835902808268
0.291666666666667,2.04761502349243
0.333333333333333,1.90976419265878
0.375,1.75001576725399
0.416666666666667,1.57372440730209
0.458333333333333,1.38634007606585
0.5,1.19331034339685
0.541666666666667,0.999938037119214
0.583333333333333,0.811203942804933
0.625,0.631571877920245
0.666666666666667,0.464800063412844
0.708333333333333,0.313785994309395
0.75,0.180581748540115
0.791666666666666,0.065815431187921
0.833333333333333,-0.0301306615531218
0.875,-0.108102685957869
0.916666666666666,-0.16942988330989
0.958333333333333,-0.215823098572789
1,-0.249161943341944
1.04166666666667,-0.271303400381201
1.08333333333333,-0.283924386343501
1.125,-0.288401681374454
1.16666666666667,-0.285725067190623
1.20833333333333,-0.276434504037805
1.25,-0.260569770787358
1.29166666666667,-0.237620652692142
1.33333333333333,-0.20646680327507
1.375,-0.165298354949928
1.41666666666667,-0.11151118228675
1.45833333333333,-0.0415750419496237
1.5,0.0491199163403357
1.54166666666667,0.166419921017033
1.58333333333333,0.317526596142211
1.625,0.510998333001853
1.66666666666667,0.756490710598188
1.70833333333333,1.06399597840602
1.75,1.44220886799018
1.79166666666667,1.89549623719546
1.83333333333333,2.41885520832773
1.875,2.99039168530388
1.91666666666667,3.56158716020084
1.95833333333333,4.04743031823617
2,4.32165686311109
2.04166666666667,4.22603917165207
2.08333333333333,3.6036277839757
2.125,2.35834371127616
2.16666666666667,0.523954300971295
2.20833333333333,-1.69689922662947
2.25,-3.96418571992096
2.29166666666667,-5.90445838523943
2.33333333333333,-7.23741500568379
2.375,-7.85134112084134
2.41666666666667,-7.79891051307961
2.45833333333333,-7.23509525648406
2.5,-6.34476299558519
2.54166666666667,-5.29220992434804
2.58333333333333,-4.19958187784157
2.625,-3.14590325316622
2.66666666666667,-2.17572203084341
2.70833333333333,-1.30975503389022
2.75,-0.553943687735407
2.79166666666667,0.0940449877322909
2.83333333333333,0.640626944695146
2.875,1.09381827989954
2.91666666666666,1.46188504876459
2.95833333333333,1.75269026310512
3,1.97344497429692
