Time_s,Pos_X_mm
0.001,2.4492935982947064e-14
0.002,-0.07928171548210196
0.003,-0.2315862060760735
0.004,-0.4511223153249175
0.005,-0.7325337372856668
0.006,-1.0708680851719106
0.007,-1.4615478922770135
0.008,-1.90034346931404
0.009000000000000001,-2.383347537093659
0.010000000000000002,-2.9069515502884653
0.011000000000000003,-3.4678236264157944
0.012000000000000004,-4.0628879938290785
0.013000000000000005,-4.68930587319678
0.014000000000000005,-5.344457708458365
0.015000000000000006,-6.025926665399944
0.016000000000000007,-6.731483318634753
0.017000000000000008,-7.459071450775737
0.01800000000000001,-8.206794890843884
0.01900000000000001,-8.972905322374089
0.02000000000000001,-9.75579099519038
0.02100000000000001,-10.553966278360745
0.022000000000000013,-11.366061995364118
0.023000000000000013,-12.19081648596891
0.024000000000000014,-13.027067342702411
0.025000000000000015,-13.873743773068476
0.026000000000000016,-14.729859541818527
0.027000000000000017,-15.594506450600948
0.028000000000000018,-16.46684831518716
0.02900000000000002,-17.34611540320201
0.03000000000000002,-18.231599297867724
0.03100000000000002,-19.122648155704905
0.03200000000000002,-20.01866232842414
0.03300000000000002,-20.9190903213918
0.03400000000000002,-21.82342506306552
0.035000000000000024,-22.731200461677723
0.036000000000000025,-23.64198822720123
0.037000000000000026,-24.55539493826852
0.03800000000000003,-25.471059335239563
0.03900000000000003,-26.388649822031123
0.04000000000000003,-27.30786216063503
0.04100000000000003,-28.228417343474916
0.04200000000000003,-29.150059629883707
0.04300000000000003,-30.072554734032572
0.04400000000000003,-30.9956881526143
0.04500000000000003,-31.919263621482447
0.046000000000000034,-32.843101691280474
0.047000000000000035,-33.767038412862824
0.048000000000000036,-34.690924124021215
0.04900000000000004,-35.61462232968535
0.05000000000000004,-36.538008668271104
0.05100000000000004,-37.46096995805042
0.05200000000000004,-38.38340331627177
0.05300000000000004,-39.30521534660717
0.05400000000000004,-40.22632138863008
0.05500000000000004,-41.14664482577758
0.05600000000000004,-42.06611644578816
0.057000000000000044,-42.98467385069832
0.058000000000000045,-43.90226091212886
0.059000000000000045,-44.818827268449695
0.060000000000000046,-45.734327860601596
0.06100000000000005,-46.64872250360288
0.06200000000000005,-47.56197549099966
0.06300000000000004,-48.47405522972965
0.06400000000000004,-49.384933903066695
0.06500000000000004,-50.29458715949223
0.06600000000000004,-51.202993825507775
0.06700000000000005,-52.11013564055464
0.06800000000000005,-53.015997012349715
0.06900000000000005,-53.920564791075435
0.07000000000000005,-54.823828060984155
0.07100000000000005,-55.725777948085735
0.07200000000000005,-56.626407442691985
0.07300000000000005,-57.52571123568393
0.07400000000000005,-58.423685567455976
0.07500000000000005,-59.32032808857125
0.07600000000000005,-60.21563773123607
0.07700000000000005,-61.10961459077067
0.07800000000000006,-62.00225981631442
0.07900000000000006,-62.893575510064814
0.08000000000000006,-63.7835646344007
0.08100000000000006,-64.67223092629044
0.08200000000000006,-65.55957881843251
0.08300000000000006,-66.44561336661597
0.08400000000000006,-67.33034018282993
0.08500000000000006,-68.21376537368451
0.08600000000000006,-69.09589548374043
0.08700000000000006,-69.97673744337499
0.08800000000000006,-70.85629852083912
0.08900000000000007,-71.73458627818884
0.09000000000000007,-72.61160853079501
0.09100000000000007,-73.4873733101615
0.09200000000000007,-74.36188882979914
0.09300000000000007,-75.23516345392352
0.09400000000000007,-76.10720566876208
0.09500000000000007,-76.97802405627198
0.09600000000000007,-77.84762727008446
0.09700000000000007,-78.71602401350697
0.09800000000000007,-79.58322301942556
0.09900000000000007,-80.44923303196207
0.10000000000000007,-81.3140627897527
0.10100000000000008,-82.17772101072343
0.10200000000000008,-83.04021637824694
0.10300000000000008,-83.90155752857592
