Time_s,Pos_Y_mm
0.001,795.8201389082384
0.002,795.8123393204002
0.003,795.7973272414406
0.004,795.7756291608038
0.005,795.7477184539647
0.006,795.7140218414547
0.007,795.6749249666458
0.008,795.6307772181699
0.009000000000000001,795.581895905269
0.010000000000000002,795.5285698785937
0.011000000000000003,795.4710626754951
0.012000000000000004,795.4096152573109
0.013000000000000005,795.3444483962928
0.014000000000000005,795.2757647614084
0.015000000000000006,795.2037507450735
0.016000000000000007,795.1285780667325
0.017000000000000008,795.0504051839873
0.01800000000000001,794.9693785375161
0.01900000000000001,794.8856336522252
0.02000000000000001,794.7992961138364
0.02100000000000001,794.7104824373581
0.022000000000000013,794.6193008415304
0.023000000000000013,794.525851941334
0.024000000000000014,794.4302293689356
0.025000000000000015,794.3325203319929
0.026000000000000016,794.232806116995
0.027000000000000017,794.131162544249
0.028000000000000018,794.0276603802205
0.02900000000000002,793.9223657121648
0.03000000000000002,793.8153402893155
0.03100000000000002,793.7066418343397
0.03200000000000002,793.5963243282762
0.03300000000000002,793.4844382717654
0.03400000000000002,793.3710309250167
0.035000000000000024,793.2561465286586
0.036000000000000025,793.139826507349
0.037000000000000026,793.0221096577994
0.03800000000000003,792.9030323226721
0.03900000000000003,792.7826285516344
0.04000000000000003,792.6609302507206
0.04100000000000003,792.5379673210089
0.04200000000000003,792.4137677875257
0.04300000000000003,792.2883579191856
0.04400000000000003,792.1617623404932
0.04500000000000003,792.0340041356615
0.046000000000000034,791.9051049457353
0.047000000000000035,791.7750850592554
0.048000000000000036,791.643963496943
0.04900000000000004,791.5117580908466
0.05000000000000004,791.3784855590214
0.05100000000000004,791.244161572694
0.05200000000000004,791.1088008232201
0.05300000000000004,790.9724170815283
0.05400000000000004,790.8350232568932
0.05500000000000004,790.6966314472554
0.05600000000000004,790.5572529910767
0.057000000000000044,790.4168985136284
0.058000000000000045,790.2755779708506
0.059000000000000045,790.1333006904863
0.060000000000000046,789.9900754106657
0.06100000000000005,789.8459103161073
0.06200000000000005,789.7008130720833
0.06300000000000004,789.5547908562987
0.06400000000000004,789.4078503888118
0.06500000000000004,789.2599979601205
0.06600000000000004,789.1112394575332
0.06700000000000005,788.9615803899271
0.06800000000000005,788.8110259110008
0.06900000000000005,788.6595808411062
