Time_s,Force_X_N
0.001,0.0
0.002,-30.38384025803859
0.003,-27.995188549962847
0.004,-25.78608308289043
0.005,-23.743340688607432
0.006,-21.854689926160106
0.007,-20.10872040532891
0.008,-18.49483089689127
0.009000000000000001,-17.003179016776798
0.010000000000000002,-15.624632609084003
0.011000000000000003,-14.350723101882231
0.012000000000000004,-13.173601011088081
0.013000000000000005,-12.085993692448415
0.014000000000000005,-11.081165383707095
0.015000000000000006,-10.152879535965546
0.016000000000000007,-9.295363400432148
0.017000000000000008,-8.503274813394494
0.01800000000000001,-7.771671105114292
0.01900000000000001,-7.095980046857893
0.02000000000000001,-6.471972742761835
0.02100000000000001,-5.895738368939295
0.022000000000000013,-5.363660660282843
0.023000000000000013,-4.872396045595858
0.024000000000000014,-4.418853332847739
0.025000000000000015,-4.0001748489110645
0.026000000000000016,-3.613718941207704
0.027000000000000017,-3.257043752391363
0.028000000000000018,-2.9278921831285256
0.02900000000000002,-2.624177962325244
0.03000000000000002,-2.3439727483222885
0.03100000000000002,-2.085494188977499
0.03200000000000002,-1.847094872771038
0.03300000000000002,-1.627252107130885
0.03400000000000002,-1.424558464422164
0.035000000000000024,-1.237713039617479
0.036000000000000025,-1.0655133676410307
0.037000000000000026,-0.906847951728913
0.03800000000000003,-0.7606893575410811
0.03900000000000003,-0.626087830971285
0.04000000000000003,-0.5021654004404268
0.04100000000000003,-0.38811042740939183
0.04200000000000003,-0.28317257135349205
0.04300000000000003,-0.18665813791840735
0.04400000000000003,-0.09792578130858287
0.04500000000000003,-0.016382534029775964
0.046000000000000034,0.058519860846625416
0.047000000000000035,0.12728833793906214
0.048000000000000036,0.1903916395556695
0.04900000000000004,0.24826320720379025
0.05000000000000004,0.3013035422896392
0.05100000000000004,0.34988425590273975
0.05200000000000004,0.3943471223118228
0.05300000000000004,0.4350097061183955
0.05400000000000004,0.4721642456061024
0.05500000000000004,0.5060832544510199
0.05600000000000004,0.5370165658213126
0.057000000000000044,0.5651963311707693
0.058000000000000045,0.5908370524618108
0.059000000000000045,0.6141371237824009
0.060000000000000046,0.6352800424433925
0.06100000000000005,0.6544355282662901
0.06200000000000005,0.6717605580528069
0.06300000000000004,0.6874003216990713
0.06400000000000004,0.7014891060088755
0.06500000000000004,0.7141511116061695
0.06600000000000004,0.7255012082092669
0.06700000000000005,0.7356456327917729
0.06800000000000005,0.744682635144891
0.06900000000000005,0.752703074738184
0.07000000000000005,0.7597909726125291
0.07100000000000005,0.766024021780972
0.07200000000000005,0.7714740591791309
0.07300000000000005,0.7762075022225813
0.07400000000000005,0.7802857525313829
0.07500000000000005,0.7837655693833048
0.07600000000000005,0.7866994151980025
0.07700000000000005,0.7891357751078022
0.07800000000000006,0.7911194526385714
0.07900000000000006,0.7926918432664783
0.08000000000000006,0.7938911875479686
0.08100000000000006,0.794752805353927
0.08200000000000006,0.7953093126107348
0.08300000000000006,0.7955908219165719
0.08400000000000006,0.7956251281973917
0.08500000000000006,0.7954378805575195
0.08600000000000006,0.795052741352717
0.08700000000000006,0.7944915334398219
0.08800000000000006,0.7937743764932492
0.08900000000000007,0.7929198132291365
0.09000000000000007,0.7919449262500423
0.09100000000000007,0.790865446240208
0.09200000000000007,0.7896958521731963
0.09300000000000007,0.7884494640856523
0.09400000000000007,0.7871385290007717
0.09500000000000007,0.7857743005102915
0.09600000000000007,0.7843671124945486
0.09700000000000007,0.782926447366968
0.09800000000000007,0.7814609993476453
0.09900000000000007,0.7799787330234685
0.10000000000000007,0.7784869376247863
0.10100000000000008,0.7769922773054303
0.10200000000000008,0.7755008377281398
0.10300000000000008,0.7740181692211868
0.10400000000000008,0.7725493267634963
0.10500000000000008,0.7710989070636933
0.10600000000000008,0.7696710828628783
0.10700000000000008,0.7682696347851592
0.10800000000000008,0.7668979808122389
0.10900000000000008,0.7655592036109307
0.11000000000000008,0.764256075867173
0.11100000000000008,0.7629910837442518
0.11200000000000009,0.7617664486638245
0.11300000000000009,0.7605841474442939
0.11400000000000009,0.7594459310046459
0.11500000000000009,0.758353341672334
0.11600000000000009,0.7573077292657738
0.11700000000000009,0.7563102659457168
0.11800000000000009,0.7553619600333341
0.11900000000000009,0.7544636687781745
0.12000000000000009,0.7536161102324658
0.1210000000000001,0.7528198742085523
0.1220000000000001,0.752075432481804
0.1230000000000001,0.7513831482178659
0.1240000000000001,0.7507432847164284
0.12500000000000008,0.7501560135309759
0.12600000000000008,0.749621421975035
0.12700000000000009,0.7491395200678602
0.12800000000000009,0.7487102470136627
0.1290000000000001,0.7483334771607167
0.1300000000000001,0.7480090255437889
0.1310000000000001,0.7477366530330872
0.1320000000000001,0.7475160710562173
0.1330000000000001,0.7473469460297768
0.1340000000000001,0.7472289034248824
0.1350000000000001,0.7471615315502748
0.1360000000000001,0.747144385052142
0.1370000000000001,0.7471769881240521
0.1380000000000001,0.7472588375667756
0.1390000000000001,0.7473894054908625
0.1400000000000001,0.7475681419252251
0.1410000000000001,0.747794477192831
0.1420000000000001,0.7480678240720067
0.1430000000000001,0.7483875798831778
0.1440000000000001,0.7487531283097751
0.1450000000000001,0.7491638411602365
0.1460000000000001,0.7496190799763791
0.1470000000000001,0.7501181974942197
0.1480000000000001,0.7506605390193198
0.1490000000000001,0.7512454436874622
0.1500000000000001,0.7518722456259003
0.1510000000000001,0.7525402750164025
0.1520000000000001,0.7532488590905193
0.1530000000000001,0.753997323041287
0.1540000000000001,0.7547849908368649
0.1550000000000001,0.7556111860164569
0.1560000000000001,0.7564752323778131
0.1570000000000001,0.7573764546244297
0.1580000000000001,0.7583141789654327
0.1590000000000001,0.7592877336556513
0.16000000000000011,0.7602964494958717
0.16100000000000012,0.7613396602737905
0.16200000000000012,0.7624167031967033
0.16300000000000012,0.7635269192550389
0.16400000000000012,0.7646696535675128
0.16500000000000012,0.7658442556929922
0.16600000000000012,0.767050079919412
0.16700000000000012,0.7682864854873761
0.16800000000000012,0.7695528368783017
0.16900000000000012,0.770848503937674
0.17000000000000012,0.7721728621433401
0.17100000000000012,0.7735252926988871
0.17200000000000013,0.7749051827213664
0.17300000000000013,0.7763119253533783
0.17400000000000013,0.7777449198706405
0.17500000000000013,0.7792035717821879
0.17600000000000013,0.7806872929274753
0.17700000000000013,0.7821955015018207
0.17800000000000013,0.7837276221895074
0.17900000000000013,0.7852830861245998
0.18000000000000013,0.7868613309941583
0.18100000000000013,0.7884618010494095
0.18200000000000013,0.7900839470997507
0.18300000000000013,0.7917272265562474
0.18400000000000014,0.793391103427705
0.18500000000000014,0.7950750483090969
0.18600000000000014,0.7967785383892829
0.18700000000000014,0.7985010574179856
0.18800000000000014,0.8002420957094023
0.18900000000000014,0.8020011501015546
0.19000000000000014,0.8037777239346262
0.19100000000000014,0.8055713270213036
0.19200000000000014,0.807381475606501
0.19300000000000014,0.8092076923342324
0.19400000000000014,0.8110495062050669
0.19500000000000015,0.8129064525307528
0.19600000000000015,0.8147780728758568
0.19700000000000015,0.816663915037037
0.19800000000000015,0.8185635329616581
0.19900000000000015,0.8204764867174513
0.20000000000000015,0.8224023424208806
0.20100000000000015,0.8243406721951384
0.20200000000000015,0.8262910541088362
0.20300000000000015,0.8282530721064087
0.20400000000000015,0.8302263159711722
0.20500000000000015,0.8322103812333866
0.20600000000000016,0.8342048691600926
0.20700000000000016,0.8362093866295495
0.20800000000000016,0.8382235461283898
0.20900000000000016,0.8402469656384153
0.21000000000000016,0.8422792686154094
0.21100000000000016,0.8443200839048478
0.21200000000000016,0.8463690456880721
0.21300000000000016,0.848425793402853
0.21400000000000016,0.8504899716932046
0.21500000000000016,0.8525612303533407
0.21600000000000016,0.8546392242515999
0.21700000000000016,0.8567236132653797
0.21800000000000017,0.8588140622303586
0.21900000000000017,0.8609102408648523
0.22000000000000017,0.8630118237290191
0.22100000000000017,0.8651184901253962
0.22200000000000017,0.8672299240818107
0.22300000000000017,0.8693458142511041
0.22400000000000017,0.8714658538781838
0.22500000000000017,0.873589740721698
0.22600000000000017,0.8757171770009801
0.22700000000000017,0.8778478693420603
0.22800000000000017,0.8799815286978175
0.22900000000000018,0.8821178703310781
0.23000000000000018,0.8842566136892347
0.23100000000000018,0.8863974824213018
0.23200000000000018,0.8885402042685062
0.23300000000000018,0.8906845110293804
0.23400000000000018,0.892830138497082
0.23500000000000018,0.8949768264094191
0.23600000000000018,0.8971243183878346
0.23700000000000018,0.8992723618934821
0.23800000000000018,0.9014207081576043
0.23900000000000018,0.9035691121270855
0.24000000000000019,0.9057173324551865
0.2410000000000002,0.907865131385639
0.2420000000000002,0.9100122747369886
