Time_s,Vel_Y_mms
0.001,0.0
0.002,-7.80745907366786
0.003,-15.041127251710533
0.004,-21.75843435847592
0.005,-28.009874782145047
0.006,-33.839954956466634
0.007,-39.288000299956
0.008,-44.38884711170442
0.009000000000000001,-49.173435542180876
0.010000000000000002,-53.669318116375266
0.011000000000000003,-57.90109617249718
0.012000000000000004,-61.89079476798225
0.013000000000000005,-65.65818505358223
0.014000000000000005,-69.221061790431
0.015000000000000006,-72.59548255200816
0.016000000000000007,-75.7959741862589
0.017000000000000008,-78.83571128807046
0.01800000000000001,-81.72667072939745
0.01900000000000001,-84.47976569524712
0.02000000000000001,-87.10496216336023
0.02100000000000001,-89.61138033122447
0.022000000000000013,-92.00738312419686
0.023000000000000013,-94.30065360387474
0.024000000000000014,-96.49826282822262
0.025000000000000015,-98.606729487087
0.026000000000000016,-100.63207244303946
0.027000000000000017,-102.57985714268119
0.028000000000000018,-104.4552367231466
0.02900000000000002,-106.26298851927466
0.03000000000000002,-108.00754657547945
0.03100000000000002,-109.69303067955356
0.03200000000000002,-111.3232723623503
0.03300000000000002,-112.9018382443823
0.03400000000000002,-114.432051056967
0.035000000000000024,-115.91700861997575
0.036000000000000025,-117.35960101945673
0.037000000000000026,-118.76252619507632
0.03800000000000003,-120.12830411912513
0.03900000000000003,-121.45928972453844
0.04000000000000003,-122.75768471866512
0.04100000000000003,-124.0255484018181
0.04200000000000003,-125.26480759437331
0.04300000000000003,-126.47726576312357
0.04400000000000003,-127.66461142648843
0.04500000000000003,-128.82842590833482
0.046000000000000034,-129.97019050202104
0.047000000000000035,-131.0912930990226
0.048000000000000036,-132.19303433024146
0.04900000000000004,-133.27663326284267
0.05000000000000004,-134.34323202430087
0.05100000000000004,-135.39390346033258
0.05200000000000004,-136.42965148256198
0.05300000000000004,-137.45141871836384
0.05400000000000004,-138.460087305114
0.05500000000000004,-139.4564874650337
0.05600000000000004,-140.44139608010485
0.057000000000000044,-141.41554236771395
0.058000000000000045,-142.37961040623054
0.059000000000000045,-143.3342419543134
0.060000000000000046,-144.28003908730426
0.06100000000000005,-145.21756666347446
0.06200000000000005,-146.1473546318984
0.06300000000000004,-147.0699001927478
0.06400000000000004,-147.98566982003612
0.06500000000000004,-148.89510115598566
0.06600000000000004,-149.79860478557782
0.06700000000000005,-150.69656589916613
0.06800000000000005,-151.58934585049073
0.06900000000000005,-152.47728361694118
0.07000000000000005,-153.36069716825247
0.07100000000000005,-154.23988474975872
0.07200000000000005,-155.11512608544277
0.07300000000000005,-155.9866835060666
0.07400000000000005,-156.85480300709412
0.07500000000000005,-157.71971524083278
0.07600000000000005,-158.5816364469883
0.07700000000000005,-159.44076932553858
0.07800000000000006,-160.29730385550644
0.07900000000000006,-161.1514180630529
0.08000000000000006,-162.0032787421106
0.08100000000000006,-162.8530421304754
0.08200000000000006,-163.70085454416827
0.08300000000000006,-164.5468529727045
0.08400000000000006,-165.39116563763415
0.08500000000000006,-166.23391251677174
0.08600000000000006,-167.07520583613268
0.08700000000000006,-167.91515053166927
0.08800000000000006,-168.7538446826536
0.08900000000000007,-169.59137991847882
0.09000000000000007,-170.42784180057652
0.09100000000000007,-171.26331018090985
0.09200000000000007,-172.09785953860435
0.09300000000000007,-172.93155929601025
0.09400000000000007,-173.76447411546945
0.09500000000000007,-174.59666417807145
0.09600000000000007,-175.42818544541066
0.09700000000000007,-176.25908990544588
0.09800000000000007,-177.08942580351794
0.09900000000000007,-177.9192378593144
0.10000000000000007,-178.74856747076578
0.10100000000000008,-179.577452905621
0.10200000000000008,-180.40592948152266
0.10300000000000008,-181.2340297352328
0.10400000000000008,-182.06178358170894
0.10500000000000008,-182.88921846370548
0.10600000000000008,-183.71635949238623
0.10700000000000008,-184.54322957959866
0.10800000000000008,-185.36984956229446
0.10900000000000008,-186.19623831954553
0.11000000000000008,-187.02241288267774
0.11100000000000008,-187.84838853886836
0.11200000000000009,-188.67417892871347
0.11300000000000009,-189.49979613803796
0.11400000000000009,-190.32525078434378
0.11500000000000009,-191.15055209821784
0.11600000000000009,-191.97570800005872
0.11700000000000009,-192.8007251723083
0.11800000000000009,-193.62560912753918
0.11900000000000009,-194.45036427265362
0.12000000000000009,-195.27499396937665
0.1210000000000001,-196.09950059132237
0.1220000000000001,-196.92388557781032
0.1230000000000001,-197.748149484634
0.1240000000000001,-198.57229203198295
0.12500000000000008,-199.39631214966806
0.12600000000000008,-200.22020801984792
0.12700000000000009,-201.0439771173189
0.12800000000000009,-201.86761624765782
0.1290000000000001,-202.6911215832004
0.1300000000000001,-203.51448869707662
0.1310000000000001,-204.33771259540794
0.1320000000000001,-205.16078774770878
0.1330000000000001,-205.98370811570862
0.1340000000000001,-206.80646718056676
0.1350000000000001,-207.62905796868858
0.1360000000000001,-208.4514730761421
0.1370000000000001,-209.27370469176637
0.1380000000000001,-210.09574461914488
0.1390000000000001,-210.917584297329
0.1400000000000001,-211.73921482056102
0.1410000000000001,-212.5606269569595
0.1420000000000001,-213.38181116621732
0.1430000000000001,-214.20275761646676
0.1440000000000001,-215.02345620020827
0.1450000000000001,-215.8438965494953
0.1460000000000001,-216.6640680503434
0.1470000000000001,-217.48395985640778
0.1480000000000001,-218.303560902018
0.1490000000000001,-219.12285991453493
0.1500000000000001,-219.94184542613675
0.1510000000000001,-220.76050578500977
0.1520000000000001,-221.57882916601872
0.1530000000000001,-222.39680358086466
0.1540000000000001,-223.21441688773484
0.1550000000000001,-224.03165680053223
0.1560000000000001,-224.84851089765908
0.1570000000000001,-225.66496663037034
0.1580000000000001,-226.4810113307674
0.1590000000000001,-227.29663221941126
0.16000000000000011,-228.11181641258986
0.16100000000000012,-228.92655092924642
0.16200000000000012,-229.74082269760555
0.16300000000000012,-230.55461856149896
0.16400000000000012,-231.3679252864022
0.16500000000000012,-232.18072956520544
0.16600000000000012,-232.99301802373978
0.16700000000000012,-233.8047772260177
0.16800000000000012,-234.61599367933712
0.16900000000000012,-235.42665383903193
0.17000000000000012,-236.23674411314772
0.17100000000000012,-237.04625086681827
0.17200000000000013,-237.85516042650727
0.17300000000000013,-238.66345908405577
0.17400000000000013,-239.47113310053675
0.17500000000000013,-240.2781687099877
0.17600000000000013,-241.08455212295152
0.17700000000000013,-241.89026952986507
0.17800000000000013,-242.69530710435666
0.17900000000000013,-243.49965100632429
0.18000000000000013,-244.30328738495888
0.18100000000000013,-245.10620238161198
0.18200000000000013,-245.9083821325328
0.18300000000000013,-246.7098127715119
0.18400000000000014,-247.5104804324079
0.18500000000000014,-248.31037125157138
0.18600000000000014,-249.1094713701672
0.18700000000000014,-249.9077669364018
0.18800000000000014,-250.70524410765933
0.18900000000000014,-251.50188905255848
0.19000000000000014,-252.29768795290107
0.19100000000000014,-253.09262700556607
0.19200000000000014,-253.88669242431556
0.19300000000000014,-254.67987044151934
0.19400000000000014,-255.4721473098258
0.19500000000000015,-256.2635093037551
0.19600000000000015,-257.05394272120134
0.19700000000000015,-257.8434338849297
0.19800000000000015,-258.6319691439522
0.19900000000000015,-259.4195348748915
0.20000000000000015,-260.20611748324956
0.20100000000000015,-260.99170340465383
0.20200000000000015,-261.7762791060412
0.20300000000000015,-262.55983108677617
0.20400000000000015,-263.3423458797513
0.20500000000000015,-264.12381005240366
0.20600000000000016,-264.9042102077311
0.20700000000000016,-265.6835329852277
0.20800000000000016,-266.4617650618017
0.20900000000000016,-267.23889315262807
0.21000000000000016,-268.01490401198976
0.21100000000000016,-268.78978443408096
0.21200000000000016,-269.56352125374957
0.21300000000000016,-270.33610134722744
0.21400000000000016,-271.10751163281213
0.21500000000000016,-271.87773907154286
0.21600000000000016,-272.64677066781337
0.21700000000000016,-273.4145934699767
0.21800000000000017,-274.18119457091365
0.21900000000000017,-274.9465611085689
0.22000000000000017,-275.710680266486
0.22100000000000017,-276.47353927426695
0.22200000000000017,-277.23512540806934
0.22300000000000017,-277.9954259910209
0.22400000000000017,-278.75442839365684
0.22500000000000017,-279.5121200343059
0.22600000000000017,-280.26848837946875
0.22700000000000017,-281.0235209441774
0.22800000000000017,-281.77720529231345
0.22900000000000018,-282.5295290369541
0.23000000000000018,-283.2804798406253
0.23100000000000018,-284.03004541562
0.23200000000000018,-284.77821352424087
0.23300000000000018,-285.52497197905313
0.23400000000000018,-286.2703086431021
0.23500000000000018,-287.014211430146
0.23600000000000018,-287.7566683048376
0.23700000000000018,-288.49766728292286
0.23800000000000018,-289.2371964314022
0.23900000000000018,-289.9752438686877
0.24000000000000019,-290.711797764762
0.2410000000000002,-291.4468463412978
0.2420000000000002,-292.18037787177946
0.2430000000000002,-292.91238068162005
0.2440000000000002,-293.64284314825807
0.2450000000000002,-294.3717537012446
0.2460000000000002,-295.0991008223117
0.2470000000000002,-295.8248730454535
0.2480000000000002,-296.5490589569978
0.2490000000000002,-297.27164719561733
0.25000000000000017,-297.99262645240526
0.25100000000000017,-298.7119854709013
0.25200000000000017,-299.4297130470994
0.25300000000000017,-300.14579802948106
