Time_s,Vel_X_mms
0.001,0.0
0.002,-79.28171444396631
0.003,-152.304477486546
0.004,-219.5360523256461
0.005,-281.41126388988584
0.006,-338.3340051573517
0.007,-390.679172097027
0.008,-438.79452160266874
0.009000000000000001,-483.00244755265055
0.010000000000000002,-523.6016720836956
0.011000000000000003,-560.868850650636
0.012000000000000004,-595.0600906658757
0.013000000000000005,-626.41238450375
0.014000000000000005,-655.1449584470164
0.015000000000000006,-681.4605397728118
0.016000000000000007,-705.5465446488773
0.017000000000000008,-727.5761898598754
0.01800000000000001,-747.7095316283638
0.01900000000000001,-766.0944349528042
0.02000000000000001,-782.8674769712364
0.02100000000000001,-798.1547878872183
0.022000000000000013,-812.072832975688
0.023000000000000013,-824.7291391302963
0.024000000000000014,-836.222969328791
0.025000000000000015,-846.6459482861206
0.026000000000000016,-856.0826424419472
0.027000000000000017,-864.6110972949863
0.028000000000000018,-872.3033349550534
0.02900000000000002,-879.2258146381137
0.03000000000000002,-885.4398586826292
0.03100000000000002,-891.0020465191235
0.03200000000000002,-895.9645788808355
0.03300000000000002,-900.3756144028395
0.03400000000000002,-904.2795806209691
0.035000000000000024,-907.7174612511087
0.036000000000000025,-910.7270615042484
0.037000000000000026,-913.3432530735232
0.03800000000000003,-915.5982003164416
0.03900000000000003,-917.5215690486215
0.04000000000000003,-919.1407192646861
0.04100000000000003,-920.4808830072972
0.04200000000000003,-921.565328516524
0.04300000000000003,-922.4155117086899
0.04400000000000003,-923.051215956205
0.04500000000000003,-923.4906810674919
0.046000000000000034,-923.7507222987067
0.047000000000000035,-923.8468401662051
0.048000000000000036,-923.7933217704253
0.04900000000000004,-923.6033342877721
0.05000000000000004,-923.2890111330945
0.05100000000000004,-922.8615319963478
0.05200000000000004,-922.3311956056262
0.05300000000000004,-921.7074880653828
0.05400000000000004,-920.9991448980447
0.05500000000000004,-920.2142095375984
0.05600000000000004,-919.3600858134321
0.057000000000000044,-918.4435875171881
0.058000000000000045,-917.4709836987272
0.059000000000000045,-916.4480405507818
0.060000000000000046,-915.3800600711959
0.06100000000000005,-914.2719157525592
0.06200000000000005,-913.1280855295981
0.06300000000000004,-911.9526821966886
0.06400000000000004,-910.7494814913425
0.06500000000000004,-909.5219480241983
0.06600000000000004,-908.2732592220162
0.06700000000000005,-907.0063274371644
0.06800000000000005,-905.7238203651453
0.06900000000000005,-904.4281799006706
0.07000000000000005,-903.1216395526337
0.07100000000000005,-901.8062405289785
0.07200000000000005,-900.483846593795
0.07300000000000005,-899.1561577910616
0.07400000000000005,-897.8247231220821
0.07500000000000005,-896.4909522569312
0.07600000000000005,-895.1561263539821
0.07700000000000005,-893.8214080558598
0.07800000000000006,-892.4878507248519
0.07900000000000006,-891.1564069759553
0.08000000000000006,-889.8279365612261
0.08100000000000006,-888.5032136549502
0.08200000000000006,-887.1829335853492
0.08300000000000006,-885.8677190549923
0.08400000000000006,-884.5581258888499
0.08500000000000006,-883.2546483459281
0.08600000000000006,-881.9577240276484
0.08700000000000006,-880.6677384136073
0.08800000000000006,-879.385029052984
0.08900000000000007,-878.1098894377166
0.09000000000000007,-876.8425725815441
0.09100000000000007,-875.5832943271861
0.09200000000000007,-874.332236402229
0.09300000000000007,-873.0895492427018
0.09400000000000007,-871.8553546018989
0.09500000000000007,-870.629747960652
0.09600000000000007,-869.4128007540285
0.09700000000000007,-868.2045624282928
0.09800000000000007,-867.0050623409192
0.09900000000000007,-865.8143115154654
0.10000000000000007,-864.6323042622331
0.10100000000000008,-863.4590196748011
0.10200000000000008,-862.2944230117704
0.10300000000000008,-861.1384669723293
0.10400000000000008,-859.991092873627
0.10500000000000008,-858.8522317373166
0.10600000000000008,-857.7218052920798
0.10700000000000008,-856.5997268984494
0.10800000000000008,-855.4859024017412
0.10900000000000008,-854.3802309184907
0.11000000000000008,-853.2826055613818
0.11100000000000008,-852.1929141072745
0.11200000000000009,-851.1110396125988
0.11300000000000009,-850.0368609800531
0.11400000000000009,-848.970253480266
0.11500000000000009,-847.9110892317899
0.11600000000000009,-846.8592376425587
0.11700000000000009,-845.8145658156885
0.11800000000000009,-844.7769389223121
0.11900000000000009,-843.7462205439044
0.12000000000000009,-842.7222729864077
0.1210000000000001,-841.7049575682606
0.1220000000000001,-840.6941348843062
0.1230000000000001,-839.6896650473878
0.1240000000000001,-838.6914079093137
0.12500000000000008,-837.6992232627547
0.12600000000000008,-836.7129710255036
0.12700000000000009,-835.7325114084414
0.12800000000000009,-834.757705068436
0.1290000000000001,-833.7884132473226
0.1300000000000001,-832.8244978980221
0.1310000000000001,-831.8658217987783
0.1320000000000001,-830.9122486564169
0.1330000000000001,-829.9636431994736
0.1340000000000001,-829.0198712619618
0.1350000000000001,-828.0807998585082
0.1360000000000001,-827.1462972515147
0.1370000000000001,-826.2162330109695
0.1380000000000001,-825.2904780674808
0.1390000000000001,-824.3689047590555
0.1400000000000001,-823.4513868721191
0.1410000000000001,-822.5377996772326
0.1420000000000001,-821.6280199599166
0.1430000000000001,-820.7219260469863
0.1440000000000001,-819.8193978287452
0.1450000000000001,-818.9203167773766
0.1460000000000001,-818.024565961843
0.1470000000000001,-817.1320300595789
0.1480000000000001,-816.2425953652346
0.1490000000000001,-815.3561497967296
0.1500000000000001,-814.4725828988283
0.1510000000000001,-813.5917858444614
0.1520000000000001,-812.7136514339718
0.1530000000000001,-811.8380740924803
0.1540000000000001,-810.9649498655264
0.1550000000000001,-810.0941764131453
0.1560000000000001,-809.2256530025161
0.1570000000000001,-808.3592804993187
0.1580000000000001,-807.494961357921
0.1590000000000001,-806.6325996105035
0.16000000000000011,-805.7721008552315
0.16100000000000012,-804.9133722435681
0.16200000000000012,-804.0563224668132
0.16300000000000012,-803.2008617419625
0.16400000000000012,-802.3469017969437
0.16500000000000012,-801.494355855319
0.16600000000000012,-800.643138620503
0.16700000000000012,-799.7931662595671
0.16800000000000012,-798.9443563866744
0.16900000000000012,-798.0966280462064
0.17000000000000012,-797.2499016956212
0.17100000000000012,-796.4040991880844
0.17200000000000013,-795.559143754922
0.17300000000000013,-794.7149599879193
0.17400000000000013,-793.8714738215081
0.17500000000000013,-793.0286125148681
0.17600000000000013,-792.186304633974
0.17700000000000013,-791.3444800336084
0.17800000000000013,-790.5030698393728
0.17900000000000013,-789.662006429709
0.18000000000000013,-788.8212234179571
0.18100000000000013,-787.9806556344676
0.18200000000000013,-787.1402391087765
0.18300000000000013,-786.2999110518714
0.18400000000000014,-785.4596098385501
0.18500000000000014,-784.6192749898902
0.18600000000000014,-783.7788471558416
0.18700000000000014,-782.9382680979438
0.18800000000000014,-782.0974806721938
0.18900000000000014,-781.2564288120484
0.19000000000000014,-780.4150575115942
0.19100000000000014,-779.5733128088731
0.19200000000000014,-778.7311417693737
0.19300000000000014,-777.8884924697023
0.19400000000000014,-777.0453139814258
0.19500000000000015,-776.2015563550939
0.19600000000000015,-775.3571706044522
0.19700000000000015,-774.5121086908367
0.19800000000000015,-773.6663235077611
0.19900000000000015,-772.8197688656932
0.20000000000000015,-771.9723994770279
0.20100000000000015,-771.1241709412519
0.20200000000000015,-770.275039730304
0.20300000000000015,-769.4249631741327
0.20400000000000015,-768.5738994464508
0.20500000000000015,-767.7218075506826
0.20600000000000016,-766.8686473061139
0.20700000000000016,-766.0143793342323
0.20800000000000016,-765.1589650452648
0.20900000000000016,-764.302366624913
0.21000000000000016,-763.4445470212789
0.21100000000000016,-762.5854699319823
0.21200000000000016,-761.7250997914788
0.21300000000000016,-760.863401758555
0.21400000000000016,-760.0003417040269
0.21500000000000016,-759.1358861986145
0.21600000000000016,-758.2700025010108
0.21700000000000016,-757.4026585461295
0.21800000000000017,-756.5338229335406
0.21900000000000017,-755.6634649160839
0.22000000000000017,-754.7915543886627
0.22100000000000017,-753.918061877215
0.22200000000000017,-753.0429585278604
0.22300000000000017,-752.1662160962205
0.22400000000000017,-751.28780693691
0.22500000000000017,-750.4077039931999
