Time_s,Force_Y_N
0.001,0.0
0.002,46.81098737881291
0.003,43.01880648073536
0.004,39.47365572415984
0.005,36.16552839144886
0.006,33.08368017992028
0.007,30.216929833085942
0.008,27.55388787909162
0.009000000000000001,25.08314101945121
0.010000000000000002,22.793397344405232
0.011000000000000003,20.673598859611413
0.012000000000000004,18.71300687287774
0.013000000000000005,16.901264972569166
0.014000000000000005,15.228443615679657
0.015000000000000006,13.685069726332522
0.016000000000000007,12.262144170326922
0.017000000000000008,10.951149513646133
0.01800000000000001,9.744050077731243
0.01900000000000001,8.633285968634196
0.02000000000000001,7.611762471159932
0.02100000000000001,6.672835955205369
0.022000000000000013,5.810297236823111
0.023000000000000013,5.018353162876956
0.024000000000000014,4.291607042354349
0.025000000000000015,3.6250384257937096
0.026000000000000016,3.0139826320983985
0.027000000000000017,2.4541103371544626
0.028000000000000018,1.9414074691810352
0.02900000000000002,1.4721555970985023
0.03000000000000002,1.04291295049097
0.03100000000000002,0.6504961722700504
0.03200000000000002,0.29196287157755885
0.03300000000000002,-0.0354049793351896
0.03400000000000002,-0.33411678165095604
0.035000000000000024,-0.6064881732775772
0.036000000000000025,-0.8546550251460152
0.037000000000000026,-1.0805865857728598
0.03800000000000003,-1.2860977977048302
0.03900000000000003,-1.472860814037302
0.04000000000000003,-1.6424157475206922
0.04100000000000003,-1.7961806873233548
0.04200000000000003,-1.9354610197389654
0.04300000000000003,-2.0614580901399777
0.04400000000000003,-2.1752772438164127
0.04500000000000003,-2.2779352819930088
0.046000000000000034,-2.370367369740257
0.047000000000000035,-2.4534334305395538
0.048000000000000036,-2.527924061141962
0.04900000000000004,-2.594565999369326
0.05000000000000004,-2.654025241480012
0.05100000000000004,-2.7069215822339157
0.05200000000000004,-2.753812733628057
0.05300000000000004,-2.7952203411220546
0.05400000000000004,-2.831614637593364
0.05500000000000004,-2.8634411312686914
0.05600000000000004,-2.8910954780110023
0.057000000000000044,-2.914947551086739
0.058000000000000045,-2.93533558740748
0.059000000000000045,-2.952570034108586
0.060000000000000046,-2.9669357852760525
0.06100000000000005,-2.978694240583075
0.06200000000000005,-2.9880851998263833
0.06300000000000004,-2.9953286060872157
0.06400000000000004,-3.0006261495891327
0.06500000000000004,-3.004162743004582
0.06600000000000004,-3.0061078785402744
0.06700000000000005,-3.0066168760629597
0.06800000000000005,-3.005832030996457
0.06900000000000005,-3.003883670049495
0.07000000000000005,-3.000891121607019
0.07100000000000005,-2.99696360871035
0.07200000000000005,-2.992201069405372
0.07300000000000005,-2.986694911514358
0.07400000000000005,-2.98052870637917
0.07500000000000005,-2.97377882666869
0.07600000000000005,-2.9665150328063428
0.07700000000000005,-2.9588010121725294
0.07800000000000006,-2.9506948746924566
0.07900000000000006,-2.9422496084648504
0.08000000000000006,-2.933513498784195
0.08100000000000006,-2.92453051316999
0.08200000000000006,-2.915340655382921
0.08300000000000006,-2.9059802909947137
0.08400000000000006,-2.896482446410695
0.08500000000000006,-2.8868770841534355
0.08600000000000006,-2.8771913555428337
0.08700000000000006,-2.867449833229701
0.08800000000000006,-2.857674724848039
0.08900000000000007,-2.847886069413242
0.09000000000000007,-2.838101918018935
0.09100000000000007,-2.8283384996344147
0.09200000000000007,-2.8186103738512074
0.09300000000000007,-2.808930571057117
0.09400000000000007,-2.79931072128893
0.09500000000000007,-2.7897611728797647
0.09600000000000007,-2.7802911012294755
0.09700000000000007,-2.7709086088860944
0.09800000000000007,-2.7616208176877874
0.09900000000000007,-2.7524339531204447
0.10000000000000007,-2.7433534220924494
0.10100000000000008,-2.7343838842556067
0.10200000000000008,-2.725529317669805
0.10300000000000008,-2.7167930789686556
0.10400000000000008,-2.7081779587038954
0.10500000000000008,-2.699686232285478
0.10600000000000008,-2.691319706518944
0.10700000000000008,-2.6830797625714853
0.10800000000000008,-2.6749673953689395
0.10900000000000008,-2.666983249626327
0.11000000000000008,-2.65912765312014
0.11100000000000008,-2.651400647014876
0.11200000000000009,-2.6438020139392644
0.11300000000000009,-2.6363313035064713
0.11400000000000009,-2.6289878558097035
0.11500000000000009,-2.6217708229564654
0.11600000000000009,-2.6146791889236156
0.11700000000000009,-2.607711787496913
0.11800000000000009,-2.6008673189034472
0.11900000000000009,-2.5941443650381837
0.12000000000000009,-2.5875414032715653
0.1210000000000001,-2.5810568192010788
0.1220000000000001,-2.5746889182615136
0.1230000000000001,-2.5684359363139246
0.1240000000000001,-2.5622960493867977
0.12500000000000008,-2.5562673825100477
0.12600000000000008,-2.550348017846688
0.12700000000000009,-2.544536001897203
0.12800000000000009,-2.5388293524337175
0.1290000000000001,-2.5332260644169735
0.1300000000000001,-2.527724115618194
0.1310000000000001,-2.522321471735519
0.1320000000000001,-2.517016090794149
0.1330000000000001,-2.5118059274777913
0.1340000000000001,-2.506688936711551
0.1350000000000001,-2.501663077184373
0.1360000000000001,-2.4967263143397176
0.1370000000000001,-2.4918766230593286
0.1380000000000001,-2.4871119903617003
