Time_s,Force_N
0.001,0.0
0.002,71.13898535704541
0.003,65.50801794950026
0.004,60.2814316019639
0.005,55.43420162839435
0.006,50.942225148611406
0.007,46.78240283971992
0.008,42.93269110131422
0.009000000000000001,39.3721330986051
0.010000000000000002,36.08087183828696
0.011000000000000003,33.0401485535569
0.012000000000000004,30.232289268093222
0.013000000000000005,27.64068202895218
0.014000000000000005,25.249746949519068
0.015000000000000006,23.04490088985441
0.016000000000000007,21.01251832254699
0.017000000000000008,19.139889688633478
0.01800000000000001,17.415178337611195
0.01900000000000001,15.827376967841756
0.02000000000000001,14.366264336713748
0.02100000000000001,13.022362892579602
0.022000000000000013,11.786897892656198
0.023000000000000013,10.651758512702934
0.024000000000000014,9.609461426770856
0.025000000000000015,8.653117341737584
0.026000000000000016,7.77640101536226
0.027000000000000017,6.973525373557658
0.028000000000000018,6.239220476736018
0.02900000000000002,5.568718265023732
0.03000000000000002,4.957744220010202
0.03100000000000002,4.402517255867951
0.03200000000000002,3.899759134880237
0.03300000000000002,3.4467141208163032
0.03400000000000002,3.0411776439255247
0.035000000000000024,2.6815279156948866
0.036000000000000025,2.366744143886077
0.037000000000000026,2.0963762654503126
0.03800000000000003,1.87040428027679
0.03900000000000003,1.6889046698708505
0.04000000000000003,1.5514700849960734
0.04100000000000003,1.4564653170739097
0.04200000000000003,1.4004258521814807
0.04300000000000003,1.378001456033127
0.04400000000000003,1.382584051242988
0.04500000000000003,1.4073053835799927
0.046000000000000034,1.4459123308911652
0.047000000000000035,1.4932437873627595
0.048000000000000036,1.5453296980327165
0.04900000000000004,1.5992668647600599
0.05000000000000004,1.6530122200192952
0.05100000000000004,1.7051791620211942
0.05200000000000004,1.754857428536646
0.05300000000000004,1.8014845701973128
0.05400000000000004,1.8447398351605904
0.05500000000000004,1.8844782530884245
0.05600000000000004,1.920669619196201
0.057000000000000044,1.9533674036289723
0.058000000000000045,1.9826793903117632
0.059000000000000045,2.0087489810195183
0.060000000000000046,2.0317415475573877
0.06100000000000005,2.0518347059946134
0.06200000000000005,2.06921140981628
0.06300000000000004,2.0840550772535806
0.06400000000000004,2.096546192242358
0.06500000000000004,2.106859976243167
0.06600000000000004,2.115164840069867
0.06700000000000005,2.121621404241185
0.06800000000000005,2.1263819333986147
0.06900000000000005,2.12959007129955
0.07000000000000005,2.131380792509032
0.07100000000000005,2.131880509096551
0.07200000000000005,2.131207285867393
0.07300000000000005,2.129471130252427
0.07400000000000005,2.1267743311438836
0.07500000000000005,2.1232118278068204
0.07600000000000005,2.1188715948561296
0.07700000000000005,2.113835032954671
0.07800000000000006,2.1081773576474983
0.07900000000000006,2.1019679809251226
0.08000000000000006,2.095270881714963
0.08100000000000006,2.0881449625731308
0.08200000000000006,2.0806443909186467
0.08300000000000006,2.0728189238078736
0.08400000000000006,2.0647142156164704
0.08500000000000006,2.056372108690796
0.08600000000000006,2.0478309069076888
0.08700000000000006,2.0391256326796445
0.08800000000000006,2.030288267816434
0.08900000000000007,2.0213479788862134
0.09000000000000007,2.012331327788362
0.09100000000000007,2.0032624681331965
0.09200000000000007,1.9941633283434654
0.09300000000000007,1.9850537820502983
0.09400000000000007,1.9759518065865316
0.09500000000000007,1.9668736303476932
0.09600000000000007,1.9578338695785824
0.09700000000000007,1.948845655353602
0.09800000000000007,1.9399207514189583
0.09900000000000007,1.9310696633509148
0.10000000000000007,1.9223017397813973
0.10100000000000008,1.9136252661193611
0.10200000000000008,1.9050475513586016
0.10300000000000008,1.89657500837365
0.10400000000000008,1.8882132282233066
0.10500000000000008,1.8799670489000084
0.10600000000000008,1.8718406188110521
0.10700000000000008,1.8638374555179242
0.10800000000000008,1.855960499981715
0.10900000000000008,1.848212166626737
0.11000000000000008,1.8405943896158183
0.11100000000000008,1.8331086655012234
0.11200000000000009,1.8257560926482361
0.11300000000000009,1.8185374075256995
0.11400000000000009,1.8114530181957011
0.11500000000000009,1.8045030351730278
0.11600000000000009,1.7976872998935456
0.11700000000000009,1.7910054108556408
0.11800000000000009,1.7844567477474553
0.11900000000000009,1.7780404936403615
0.12000000000000009,1.7717556553747658
0.1210000000000001,1.7656010823245936
0.1220000000000001,1.7595754836339201
0.1230000000000001,1.7536774440365008
0.1240000000000001,1.7479054383945414
0.12500000000000008,1.742257845023162
0.12600000000000008,1.736732957921033
